id,name,team,countablePlays,averagePPA.all,totalPPA.all,totalPPA.pass,totalPPA.rush,position,season
545502,Zach Allen,Rutgers,1,-3.947,-3.947,,-3.947,QB,2017
552725,T.J. Patterson,Colorado,1,-3.629,-3.629,-3.629,,QB,2017
3116091,Zack Darlington,Nebraska,1,-3.607,-3.607,-3.607,,WR,2017
4043609,Jackson White,Marshall,1,-2.887,-2.887,,-2.887,QB,2017
4035097,Jack Lowary,Missouri,1,-2.063,-2.063,,-2.063,QB,2017
4039906,Jabir Daughtry-Frye,Troy,1,-1.885,-1.885,,-1.885,RB,2017
3916934,Griffin King,Auburn,2,-1.69,-3.381,-3.381,,WR,2017
3933175,Carson Coats,Arkansas State,1,-1.529,-1.529,,-1.529,QB,2017
4048727,Mike Green II,Wyoming,4,-1.439,-5.757,,-5.757,RB,2017
4033782,Mike Fiacable,Indiana,3,-1.416,-4.247,-1.198,-3.049,QB,2017
4046846,Andrew Zuckerman,Tulane,2,-1.377,-2.753,,-2.753,WR,2017
4045723,Joe Thompson,Charlotte,3,-1.368,-4.105,-4.105,,WR,2017
3843247,Justin McMillan,LSU,1,-1.349,-1.349,,-1.349,QB,2017
4240850,Lindell Stone,Virginia,9,-1.337,-12.037,-12.037,,QB,2017
3116430,Stacy Boyd,TCU,3,-1.325,-3.974,,-3.974,RB,2017
4256237,Jyvon Brown,UMass,3,-1.283,-3.848,-3.848,,WR,2017
3843287,David Ducre,LSU,1,-1.266,-1.266,-1.266,,TE,2017
4245191,Bryce Rivers,UT San Antonio,9,-1.195,-10.751,-10.751,,QB,2017
553842,Najee Bissoon,Oklahoma,3,-1.138,-3.414,,-3.414,RB,2017
4038230,Davine Tullis,Hawai'i,3,-1.125,-3.375,-3.375,,WR,2017
4036510,Messiah DeWeaver,Michigan State,4,-1.113,-4.452,-7.234,2.782,QB,2017
3916786,Luke Langdon,Army,10,-1.087,-10.866,-12.421,1.555,QB,2017
4049757,Christian Hosley,North Texas,4,-1.081,-4.324,,-4.324,RB,2017
3125861,Miles Hibbler,Kent State,1,-1.016,-1.016,,-1.016,RB,2017
545284,Austin Wilson,Coastal Carolina,4,-0.981,-3.923,-3.923,,QB,2017
4245297,Gary Cross,Arkansas,1,-0.968,-0.968,-0.968,,WR,2017
4241591,Griffin Dahn,Nevada,1,-0.968,-0.968,,-0.968,QB,2017
4245232,Forest McKee,UTEP,2,-0.965,-1.931,-1.931,,FB,2017
3139969,Cedric Jordan-Williams,UCF,4,-0.903,-3.614,,-3.614,RB,2017
4243016,Namani Parker,Fresno State,1,-0.871,-0.871,-0.871,,WR,2017
3932440,C.J. Sanders,Notre Dame,3,-0.866,-2.599,-1.614,-0.985,WR,2017
3123644,Brad Absher,Appalachian State,1,-0.818,-0.818,-0.818,,WR,2017
3125715,Newman Williams,Akron,2,-0.811,-1.622,-1.622,,TE,2017
3917009,Will Hefley III,Tulsa,8,-0.807,-6.455,-6.455,,QB,2017
3916297,Akili Taylor,Navy,1,-0.805,-0.805,,-0.805,FB,2017
3935217,Andrew Smith,Air Force,4,-0.786,-3.144,-1.908,-1.235,WR,2017
3929199,Manny Miles,North Carolina,2,-0.765,-1.53,-1.341,-0.189,QB,2017
546107,Brandon Moss,UTEP,1,-0.721,-0.721,-0.721,,WR,2017
4036432,A'Darius Purifoy,Appalachian State,1,-0.662,-0.662,-0.662,,WR,2017
3125486,KE'Marvin Pitts,Troy,1,-0.656,-0.656,-0.656,,WR,2017
4241243,Johnnie Lang,Iowa State,4,-0.65,-2.599,,-2.599,RB,2017
3929048,Sean Pratt,UCF,1,-0.647,-0.647,,-0.647,QB,2017
3917120,Anu Somoye,New Mexico,1,-0.639,-0.639,-0.639,,WR,2017
3134011,Zach Werlinger,Arizona,1,-0.63,-0.63,,-0.63,QB,2017
550898,Dustin Bowens,Florida Atlantic,1,-0.608,-0.608,-0.608,,TE,2017
3932305,TK Powell,UTEP,1,-0.603,-0.603,,-0.603,RB,2017
3928943,Nick Leach,Iowa State,2,-0.596,-1.192,,-1.192,RB,2017
3931429,Anthony Mariscal,Arizona,1,-0.587,-0.587,,-0.587,RB,2017
